Price,Close,Volume
Ticker,BBAS3.SA,BBAS3.SA
Date,,
2024-07-01,24.784164428710938,20469000
2024-07-02,24.868783950805664,16107800
2024-07-03,25.113237380981445,14438300
2024-07-04,25.244871139526367,10529500
2024-07-05,25.132043838500977,11971800
2024-07-08,24.718351364135742,19760700
2024-07-09,24.63372802734375,18032800
2024-07-10,25.01921844482422,20180600
2024-07-11,24.896987915039062,18918900
2024-07-12,25.22606658935547,15241100
2024-07-15,25.33889389038086,11535200
2024-07-16,25.42351531982422,11135300
2024-07-17,25.677370071411133,9615100
2024-07-18,25.564546585083008,10820600
2024-07-19,25.48932647705078,14144500
2024-07-22,25.517534255981445,11566500
2024-07-23,25.36709976196289,10978000
2024-07-24,25.263675689697266,9728400
2024-07-25,25.28247833251953,11896200
2024-07-26,25.49873161315918,10544500
2024-07-29,25.53633689880371,18350200
2024-07-30,25.33889389038086,10185700
2024-07-31,24.962804794311523,17872300
