Price,Close,Volume
Ticker,SAPR4.SA,SAPR4.SA
Date,,
2024-12-02,6.0784478187561035,3514900
2024-12-03,6.146417617797852,2823900
2024-12-04,6.020187854766846,1941100
2024-12-05,6.2143874168396,1852800
2024-12-06,6.000767707824707,1510400
2024-12-09,5.709468841552734,1859300
2024-12-10,5.787148475646973,1602100
2024-12-11,5.631788730621338,2515500
2024-12-12,5.466719150543213,2028300
2024-12-13,5.466719150543213,1581300
2024-12-16,5.4570088386535645,1364000
2024-12-17,5.418169021606445,1255300
2024-12-18,5.379329204559326,2273700
2024-12-19,5.369619369506836,1374200
2024-12-20,5.437589168548584,1752900
2024-12-23,5.301649570465088,1896200
2024-12-26,5.2919392585754395,1423400
2024-12-27,5.389039516448975,951400
2024-12-30,5.4570088386535645,1147600
