Price,Close,Volume
Ticker,CEAB3.SA,CEAB3.SA
Date,,
2024-10-01,9.831140518188477,2433000
2024-10-02,9.93613338470459,3120000
2024-10-03,9.582976341247559,2332500
2024-10-04,9.497072219848633,1258700
2024-10-07,9.18209457397461,1908500
2024-10-08,9.296630859375,1840800
2024-10-09,9.401625633239746,1510000
2024-10-10,9.812050819396973,2116800
2024-10-11,10.518365859985352,6482800
2024-10-14,11.119688034057617,5861500
2024-10-15,11.119688034057617,4676600
2024-10-16,11.797369003295898,4315800
2024-10-17,11.692376136779785,3665300
2024-10-18,11.587384223937988,2683200
2024-10-21,11.406031608581543,2389000
2024-10-22,11.09105396270752,2418100
2024-10-23,10.861978530883789,2300300
2024-10-24,11.425122261047363,2823700
2024-10-25,12.322332382202148,7040800
2024-10-28,11.950085639953613,4038600
2024-10-29,11.892817497253418,2046100
2024-10-30,12.59913158416748,5623200
2024-10-31,12.436869621276855,3123500
