Price,Close,Volume
Ticker,SAPR4.SA,SAPR4.SA
Date,,
2025-03-05,5.519999980926514,2613000
2025-03-06,5.619999885559082,2872800
2025-03-07,5.559999942779541,1412500
2025-03-10,5.420000076293945,1679100
2025-03-11,5.360000133514404,974100
2025-03-12,5.380000114440918,1590100
2025-03-13,5.460000038146973,1456200
2025-03-14,5.46999979019165,1295100
2025-03-17,5.539999961853027,1823600
2025-03-18,5.519999980926514,797600
2025-03-19,5.610000133514404,1533500
2025-03-20,5.659999847412109,1501700
2025-03-21,5.559999942779541,1780900
2025-03-24,5.510000228881836,1054700
2025-03-25,5.46999979019165,855400
2025-03-26,5.440000057220459,1677900
2025-03-27,5.420000076293945,1108600
2025-03-28,5.480000019073486,2865100
2025-03-31,5.380000114440918,906600
