Price,Close,Volume
Ticker,SLCE3.SA,SLCE3.SA
Date,,
2024-12-02,17.47115135192871,5814300
2024-12-03,18.190608978271484,4072800
2024-12-04,18.248945236206055,2809500
2024-12-05,18.43366813659668,2938600
2024-12-06,18.05449676513672,3060500
2024-12-09,18.16144371032715,1824600
2024-12-10,18.423948287963867,1757200
2024-12-11,18.61839485168457,2402400
2024-12-12,18.482282638549805,1802700
2024-12-13,18.637840270996094,2311900
2024-12-16,18.56978416442871,2030900
2024-12-17,18.667007446289062,4350100
2024-12-18,18.141998291015625,3053000
2024-12-19,17.908660888671875,2100600
2024-12-20,17.898937225341797,2852100
2024-12-23,17.432262420654297,2406200
2024-12-26,17.228092193603516,1574100
2024-12-27,17.1892032623291,2217900
2024-12-30,17.01420021057129,1657200
