Price,Close,Volume
Ticker,SLCE3.SA,SLCE3.SA
Date,,
2024-09-02,16.936420440673828,2485000
2024-09-03,16.985031127929688,1651200
2024-09-04,17.11142349243164,1689100
2024-09-05,17.06281089782715,2123800
2024-09-06,16.87808609008789,2494200
2024-09-09,16.64474868774414,2703200
2024-09-10,16.741971969604492,2325800
2024-09-11,16.7225284576416,2553800
2024-09-12,16.712804794311523,2879400
2024-09-13,16.732248306274414,1844300
2024-09-16,16.712804794311523,2002900
2024-09-17,16.839195251464844,1542400
2024-09-18,16.751693725585938,1790400
2024-09-19,16.605857849121094,1842600
2024-09-20,16.528079986572266,3539600
2024-09-23,16.566970825195312,2286900
2024-09-24,16.78086280822754,2096400
2024-09-25,16.761417388916016,4256400
2024-09-26,17.14059066772461,2467500
2024-09-27,18.141998291015625,7102500
2024-09-30,17.69476890563965,3380000
