Price,Close,Volume
Ticker,BBDC4.SA,BBDC4.SA
Date,,
2024-11-01,13.359553337097168,62202000
2024-11-04,13.377543449401855,34631600
2024-11-05,13.206886291503906,80715900
2024-11-06,13.093116760253906,61380900
2024-11-07,12.95090103149414,35235600
2024-11-08,12.80868911743164,44207900
2024-11-11,12.761282920837402,36639600
2024-11-12,12.694917678833008,30009000
2024-11-13,12.780245780944824,30372800
2024-11-14,12.827649116516113,38876900
2024-11-18,13.00778865814209,36262700
2024-11-19,13.102596282958984,20410500
2024-11-21,13.055193901062012,37207100
2024-11-22,13.083634376525879,20755200
2024-11-25,12.89401626586914,39191600
2024-11-26,12.979344367980957,26857200
2024-11-27,12.62855052947998,68995600
2024-11-28,12.09762191772461,57956800
2024-11-29,11.974370002746582,96013500
