Price,Close,Volume
Ticker,SLCE3.SA,SLCE3.SA
Date,,
2025-02-03,16.994754791259766,2958900
2025-02-04,17.14059066772461,4179100
2025-02-05,17.607267379760742,3717800
2025-02-06,17.510042190551758,2671300
2025-02-07,17.6558780670166,2193800
2025-02-10,17.441986083984375,1933700
2025-02-11,17.743379592895508,1439600
2025-02-12,17.665599822998047,4868900
2025-02-13,17.937828063964844,3193000
2025-02-14,18.30727767944336,3929200
2025-02-17,18.501728057861328,2204400
2025-02-18,17.772546768188477,2497700
2025-02-19,17.94754981994629,1500200
2025-02-20,17.646154403686523,1575400
2025-02-21,17.830881118774414,3237700
2025-02-24,17.568376541137695,2096700
2025-02-25,17.490596771240234,1963800
2025-02-26,17.616989135742188,4293000
2025-02-27,17.665599822998047,1620100
2025-02-28,17.539209365844727,2718100
