Price,Close,Volume
Ticker,TUPY3.SA,TUPY3.SA
Date,,
2024-11-01,21.76374053955078,898000
2024-11-04,22.17810821533203,633900
2024-11-05,22.17810821533203,556400
2024-11-06,22.168691635131836,982000
2024-11-07,22.46063232421875,1240900
2024-11-08,22.291118621826172,455900
2024-11-11,22.46063232421875,320800
2024-11-12,22.780826568603516,558300
2024-11-13,22.696069717407227,562000
2024-11-14,21.010343551635742,2632300
2024-11-18,20.605392456054688,1033800
2024-11-19,20.62422752380371,797500
2024-11-21,20.285200119018555,539100
2024-11-22,20.445295333862305,360500
2024-11-25,20.803159713745117,571300
2024-11-26,20.756072998046875,602100
2024-11-27,20.181608200073242,1013300
2024-11-28,20.219276428222656,710000
2024-11-29,19.475297927856445,1121300
