Price,Close,Volume
Ticker,BBDC4.SA,BBDC4.SA
Date,,
2024-07-01,11.397693634033203,18567800
2024-07-02,11.37813663482666,26562800
2024-07-03,11.415348052978516,31060900
2024-07-04,11.46186637878418,13768400
2024-07-05,11.59211540222168,41410800
2024-07-08,11.59211540222168,33661100
2024-07-09,11.59211540222168,18579400
2024-07-10,11.787487030029297,32909900
2024-07-11,11.787487030029297,35308200
2024-07-12,11.759576797485352,28892700
2024-07-15,11.731668472290039,18471500
2024-07-16,11.768880844116211,28351100
2024-07-17,11.908432006835938,23144800
2024-07-18,11.685148239135742,22829000
2024-07-19,11.620026588439941,31721300
2024-07-22,11.750272750854492,20828400
2024-07-23,11.666543960571289,22575300
2024-07-24,11.6758451461792,17329000
2024-07-25,11.489776611328125,27476800
2024-07-26,11.58281135559082,45675500
2024-07-29,11.629328727722168,20952000
2024-07-30,11.536293029785156,20995500
2024-07-31,11.564203262329102,32230200
