Price,Close,Volume
Ticker,LJQQ3.SA,LJQQ3.SA
Date,,
2024-11-01,2.5913774967193604,4813000
2024-11-04,2.742698907852173,6482500
2024-11-05,2.780529260635376,5246000
2024-11-06,2.7899868488311768,5167400
2024-11-07,2.685953378677368,7879000
2024-11-08,2.6292078495025635,4809900
2024-11-11,2.6292078495025635,2954800
2024-11-12,2.8845624923706055,12673100
2024-11-13,2.69541072845459,5039100
2024-11-14,2.6197502613067627,4026300
2024-11-18,2.5535471439361572,6079600
2024-11-19,2.600835084915161,2734200
2024-11-21,2.5440897941589355,4001900
2024-11-22,2.657580614089966,2105900
2024-11-25,2.8845624923706055,7611500
2024-11-26,2.865647315979004,4483200
2024-11-27,2.6670382022857666,5680200
2024-11-28,2.4589712619781494,11074200
2024-11-29,2.4589712619781494,7467800
