Price,Close,Volume
Ticker,SIMH3.SA,SIMH3.SA
Date,,
2025-04-01,4.1818976402282715,5647300
2025-04-02,4.379157543182373,6683300
2025-04-03,4.724361419677734,10891500
2025-04-04,4.310116291046143,6143300
2025-04-07,3.994501829147339,11941400
2025-04-08,3.9846386909484863,7251600
2025-04-09,4.162171840667725,8726600
2025-04-10,4.21148681640625,4454000
2025-04-11,4.625731468200684,7185500
2025-04-14,4.8131279945373535,7182200
2025-04-15,4.704635143280029,4970300
2025-04-16,4.635594367980957,3841700
2025-04-17,4.911757469177246,5800700
2025-04-22,5.118879795074463,5557200
2025-04-23,5.2372355461120605,6629000
2025-04-24,5.4246320724487305,7165700
2025-04-25,5.572576522827148,4202800
2025-04-28,5.316139221191406,4447200
2025-04-29,5.4246320724487305,4352900
2025-04-30,5.286550521850586,4767700
