Price,Close,Volume
Ticker,SAPR4.SA,SAPR4.SA
Date,,
2025-04-01,5.619999885559082,2519200
2025-04-02,5.550000190734863,796800
2025-04-03,5.630000114440918,1150900
2025-04-04,5.670000076293945,1727800
2025-04-07,5.400000095367432,1984000
2025-04-08,5.460000038146973,1680300
2025-04-09,5.570000171661377,1993500
2025-04-10,5.489999771118164,1267600
2025-04-11,5.53000020980835,711600
2025-04-14,5.570000171661377,1180200
2025-04-15,5.75,1508100
2025-04-16,5.670000076293945,905800
2025-04-17,5.690000057220459,953600
2025-04-22,5.599999904632568,767900
2025-04-23,5.739999771118164,1084900
2025-04-24,5.760000228881836,1487500
2025-04-25,5.920000076293945,2411100
2025-04-28,5.929999828338623,686300
2025-04-29,5.909999847412109,497300
2025-04-30,6.079999923706055,1336900
