Price,Close,Volume
Ticker,TUPY3.SA,TUPY3.SA
Date,,
2025-03-05,20.649999618530273,395900
2025-03-06,20.950000762939453,649400
2025-03-07,21.309999465942383,535400
2025-03-10,21.31999969482422,287600
2025-03-11,20.799999237060547,238100
2025-03-12,20.84000015258789,357500
2025-03-13,20.969999313354492,289600
2025-03-14,21.329999923706055,382700
2025-03-17,21.6299991607666,413400
2025-03-18,20.1200008392334,2056200
2025-03-19,19.979999542236328,1473900
2025-03-20,19.309999465942383,862800
2025-03-21,18.700000762939453,726900
2025-03-24,18.0,1064600
2025-03-25,18.350000381469727,610400
2025-03-26,17.950000762939453,617500
2025-03-27,18.06999969482422,808400
2025-03-28,18.0,1990800
2025-03-31,18.200000762939453,1296900
