Price,Close,Volume
Ticker,BBAS3.SA,BBAS3.SA
Date,,
2024-10-01,26.05219268798828,19254100
2024-10-02,26.119535446166992,12662400
2024-10-03,25.879026412963867,19101500
2024-10-04,25.840545654296875,11911600
2024-10-07,25.965606689453125,9578500
2024-10-08,25.95598793029785,11728700
2024-10-09,25.426864624023438,19545500
2024-10-10,25.20559310913086,20486300
2024-10-11,25.330657958984375,12175400
2024-10-14,25.513446807861328,11953100
2024-10-15,25.46534538269043,14418700
2024-10-16,25.74433708190918,26028400
2024-10-17,25.705854415893555,12424800
2024-10-18,25.6769962310791,15980000
2024-10-21,25.609651565551758,25128900
2024-10-22,25.30179786682129,27391300
2024-10-23,25.330657958984375,12126400
2024-10-24,25.359521865844727,8727600
2024-10-25,25.369140625,7807800
2024-10-28,25.3210391998291,18192100
2024-10-29,25.17673110961914,13433400
2024-10-30,25.369140625,14377600
2024-10-31,25.330657958984375,11163300
