Price,Close,Volume
Ticker,SIMH3.SA,SIMH3.SA
Date,,
2024-10-01,5.6416168212890625,8364400
2024-10-02,5.3555908203125,6011600
2024-10-03,5.168194770812988,8030600
2024-10-04,5.168194770812988,3059300
2024-10-07,5.1090168952941895,5445900
2024-10-08,5.099153995513916,6987900
2024-10-09,4.931483745574951,5171400
2024-10-10,4.892031669616699,5080500
2024-10-11,4.9216203689575195,4602900
2024-10-14,5.128742694854736,4951600
2024-10-15,5.079428195953369,2635900
2024-10-16,5.059702396392822,2852100
2024-10-17,5.010387420654297,2805800
2024-10-18,5.039976119995117,2334100
2024-10-21,5.079428195953369,2632600
2024-10-22,5.079428195953369,3260100
2024-10-23,5.178057670593262,2516800
2024-10-24,5.335865020751953,2683700
2024-10-25,5.227372646331787,2415000
2024-10-28,5.365454196929932,3216800
2024-10-29,5.296413421630859,1733300
2024-10-30,5.404905796051025,1991400
2024-10-31,5.276687145233154,2339700
