Price,Close,Volume
Ticker,SAPR4.SA,SAPR4.SA
Date,,
2025-01-02,5.340000152587891,3673800
2025-01-03,5.03000020980835,9765700
2025-01-06,5.159999847412109,4303400
2025-01-07,5.199999809265137,2044400
2025-01-08,5.309999942779541,2082400
2025-01-09,5.210000038146973,1177700
2025-01-10,5.119999885559082,1446900
2025-01-13,5.03000020980835,1810400
2025-01-14,5.090000152587891,1412800
2025-01-15,5.139999866485596,1525300
2025-01-16,5.059999942779541,1816700
2025-01-17,5.179999828338623,1928800
2025-01-20,5.230000019073486,1084300
2025-01-21,5.260000228881836,901800
2025-01-22,5.110000133514404,1221000
2025-01-23,5.099999904632568,2013700
2025-01-24,5.130000114440918,676100
2025-01-27,5.139999866485596,1377100
2025-01-28,5.159999847412109,1211000
2025-01-29,5.119999885559082,957400
2025-01-30,5.199999809265137,2433400
2025-01-31,5.139999866485596,1647900
